Accession ID,Collection date,Submission date,Location
EPI_ISL_18268912,31/07/2023,15/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18268913,25/07/2023,15/09/2023,South America / Brazil / Minas Gerais / Felisburgo
EPI_ISL_18268914,24/07/2023,15/09/2023,South America / Brazil / Minas Gerais / Felisburgo
EPI_ISL_18268915,03/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18268916,04/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Contagem
EPI_ISL_18268917,06/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Betim
EPI_ISL_18268918,07/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Paracatu
EPI_ISL_18268919,08/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Contagem
EPI_ISL_18268920,07/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Ituiutaba
EPI_ISL_18268921,08/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18268922,06/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Piumhi
EPI_ISL_18268923,09/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Ituiutaba
EPI_ISL_18268924,09/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Divinopolis
EPI_ISL_18268925,10/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Sete Lagoas
EPI_ISL_18268926,08/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Varginha
EPI_ISL_18268927,08/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Uberaba
EPI_ISL_18268928,08/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Uberaba
EPI_ISL_18268929,10/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18268930,11/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Lagoa da Prata
EPI_ISL_18268931,08/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Teofilo Otoni
EPI_ISL_18268932,08/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Teofilo Otoni
EPI_ISL_18268933,08/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Teofilo Otoni
EPI_ISL_18268934,15/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Alfenas
EPI_ISL_18268935,13/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Carangola
EPI_ISL_18268936,15/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Pimenta
EPI_ISL_18268937,15/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Ouro Preto
EPI_ISL_18268938,16/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Varginha
EPI_ISL_18268939,15/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Varginha
EPI_ISL_18268940,15/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Varginha
EPI_ISL_18268941,15/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Varginha
EPI_ISL_18268942,17/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Diamantina
EPI_ISL_18268943,17/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Conselheiro Lafaiete
EPI_ISL_18268944,16/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Paracatu
EPI_ISL_18268945,17/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18268946,17/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Vicosa
EPI_ISL_18268947,21/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Barbacena
EPI_ISL_18268948,21/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Vicosa
EPI_ISL_18268949,21/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Vicosa
EPI_ISL_18268950,15/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Teofilo Otoni
EPI_ISL_18268951,22/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Manhumirim
EPI_ISL_18268952,21/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Manhuacu
EPI_ISL_18268953,24/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18268954,23/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Timoteo
EPI_ISL_18268955,22/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18268956,24/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Manhuacu
EPI_ISL_18268957,24/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18268958,23/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Varginha
EPI_ISL_18268959,23/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Varginha
EPI_ISL_18268960,24/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18268961,24/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18268962,25/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18268963,25/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18268964,25/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Jaboticatubas
EPI_ISL_18268965,25/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Jaboticatubas
EPI_ISL_18268966,27/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Para de Minas
EPI_ISL_18268967,26/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Contagem
EPI_ISL_18268968,26/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Pouso Alegre
EPI_ISL_18268969,28/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Uberlandia
EPI_ISL_18268970,28/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Ituiutaba
EPI_ISL_18268971,29/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Uba
EPI_ISL_18268972,29/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Uba
EPI_ISL_18268973,29/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Pouso Alegre
EPI_ISL_18268974,29/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Varginha
EPI_ISL_18268975,29/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Varginha
EPI_ISL_18268976,05/07/2023,15/09/2023,South America / Brazil / Minas Gerais / Juiz de Fora
EPI_ISL_18268977,28/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Uberaba
EPI_ISL_18268978,29/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18268979,31/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18275617,02/06/2023,18/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18275618,05/06/2023,18/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18275619,05/06/2023,18/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18275620,07/06/2023,18/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18275621,13/06/2023,18/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18275622,12/06/2023,18/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18275623,14/06/2023,18/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18275624,15/06/2023,18/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18275625,13/06/2023,18/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18275626,19/06/2023,18/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18275627,23/06/2023,18/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18275628,26/06/2023,18/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18275629,27/06/2023,18/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18275630,27/06/2023,18/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18275631,05/07/2023,18/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18281779,20/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Pouso Alegre
EPI_ISL_18281780,23/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Ouro Branco
EPI_ISL_18345714,07/06/2023,04/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18345821,26/06/2023,04/10/2023,South America / Brazil / Minas Gerais / Jequeri
EPI_ISL_18408347,04/08/2023,19/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18408348,10/08/2023,19/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18408349,14/08/2023,19/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18408350,28/08/2023,19/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18408351,29/08/2023,19/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18408352,30/08/2023,19/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18408353,30/08/2023,19/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18408354,25/08/2023,19/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18408355,30/08/2023,19/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18408356,30/08/2023,19/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18408357,30/08/2023,19/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18408358,01/09/2023,19/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18408359,01/09/2023,19/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18408360,01/09/2023,19/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18408361,01/09/2023,19/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18408362,04/09/2023,19/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18408363,04/09/2023,19/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18408364,04/09/2023,19/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18408365,08/09/2023,19/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18408366,06/09/2023,19/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18408367,11/09/2023,19/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18408368,11/09/2023,19/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18408369,11/09/2023,19/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18408370,11/09/2023,19/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18408371,11/09/2023,19/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18408372,08/09/2023,19/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18408373,12/09/2023,19/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18408374,11/09/2023,19/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18408375,12/09/2023,19/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18408376,12/09/2023,19/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18408377,12/09/2023,19/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18408378,13/09/2023,19/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18408379,13/09/2023,19/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18408380,13/09/2023,19/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18408381,13/09/2023,19/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18408382,14/09/2023,19/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18408383,14/09/2023,19/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18408384,15/09/2023,19/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18408385,15/09/2023,19/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18408386,15/09/2023,19/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18408387,15/09/2023,19/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18408388,18/09/2023,19/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18408389,18/09/2023,19/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18408390,18/09/2023,19/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18408391,18/09/2023,19/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18408392,18/09/2023,19/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18408393,19/09/2023,19/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18408394,19/09/2023,19/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18408395,19/09/2023,19/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18408396,20/09/2023,19/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18408397,20/09/2023,19/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18408398,28/09/2023,19/10/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18493609,05/09/2023,10/11/2023,South America / Brazil / Minas Gerais / Varginha
EPI_ISL_18493610,05/09/2023,10/11/2023,South America / Brazil / Minas Gerais / Varginha
EPI_ISL_18493611,04/09/2023,10/11/2023,South America / Brazil / Minas Gerais / Congonhas
EPI_ISL_18493612,08/09/2023,10/11/2023,South America / Brazil / Minas Gerais / Sabara
EPI_ISL_18493613,11/09/2023,10/11/2023,South America / Brazil / Minas Gerais / Ponte Nova
EPI_ISL_18493614,04/09/2023,10/11/2023,South America / Brazil / Minas Gerais / Barbacena
EPI_ISL_18493615,12/09/2023,10/11/2023,South America / Brazil / Minas Gerais / Alfenas
EPI_ISL_18493616,12/09/2023,10/11/2023,South America / Brazil / Minas Gerais / Carangola
EPI_ISL_18493617,05/09/2023,10/11/2023,South America / Brazil / Minas Gerais / Manhuacu
EPI_ISL_18493618,10/09/2023,10/11/2023,South America / Brazil / Minas Gerais / Manhuacu
EPI_ISL_18493619,13/09/2023,10/11/2023,South America / Brazil / Minas Gerais / Tres Marias
EPI_ISL_18493620,13/09/2023,10/11/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18493621,12/09/2023,10/11/2023,South America / Brazil / Minas Gerais / Varginha
EPI_ISL_18493622,13/09/2023,10/11/2023,South America / Brazil / Minas Gerais / Diamantina
EPI_ISL_18493623,14/09/2023,10/11/2023,South America / Brazil / Minas Gerais / Conselheiro Lafaiete
EPI_ISL_18493624,14/09/2023,10/11/2023,South America / Brazil / Minas Gerais / Pouso Alegre
EPI_ISL_18493625,13/09/2023,10/11/2023,South America / Brazil / Minas Gerais / Pouso Alegre
EPI_ISL_18493626,14/09/2023,10/11/2023,South America / Brazil / Minas Gerais / Betim
EPI_ISL_18493627,15/09/2023,10/11/2023,South America / Brazil / Minas Gerais / Muriae
EPI_ISL_18493628,15/09/2023,10/11/2023,South America / Brazil / Minas Gerais / Jaboticatubas
EPI_ISL_18493629,18/09/2023,10/11/2023,South America / Brazil / Minas Gerais / Papagaios
EPI_ISL_18493630,19/09/2023,10/11/2023,South America / Brazil / Minas Gerais / Matozinhos
EPI_ISL_18493631,17/09/2023,10/11/2023,South America / Brazil / Minas Gerais / Paracatu
EPI_ISL_18493632,18/09/2023,10/11/2023,South America / Brazil / Minas Gerais / Sete Lagoas
EPI_ISL_18493633,14/09/2023,10/11/2023,South America / Brazil / Minas Gerais / Congonhas
EPI_ISL_18493634,19/09/2023,10/11/2023,South America / Brazil / Minas Gerais / Barroso
EPI_ISL_18493635,18/09/2023,10/11/2023,South America / Brazil / Minas Gerais / Uberaba
EPI_ISL_18493636,16/09/2023,10/11/2023,South America / Brazil / Minas Gerais / Iturama
EPI_ISL_18493637,19/09/2023,10/11/2023,South America / Brazil / Minas Gerais / Uba
EPI_ISL_18493638,18/09/2023,10/11/2023,South America / Brazil / Minas Gerais / Coronel Fabriciano
EPI_ISL_18493639,20/09/2023,10/11/2023,South America / Brazil / Minas Gerais / Divinopolis
EPI_ISL_18493640,19/09/2023,10/11/2023,South America / Brazil / Minas Gerais / Divinopolis
EPI_ISL_18493641,20/09/2023,10/11/2023,South America / Brazil / Minas Gerais / Varginha
EPI_ISL_18493642,19/09/2023,10/11/2023,South America / Brazil / Minas Gerais / Varginha
EPI_ISL_18493643,19/09/2023,10/11/2023,South America / Brazil / Minas Gerais / Uberlandia
EPI_ISL_18493644,19/09/2023,10/11/2023,South America / Brazil / Minas Gerais / Ouro Branco
EPI_ISL_18493645,21/09/2023,10/11/2023,South America / Brazil / Minas Gerais / Alterosa
EPI_ISL_18493646,20/09/2023,10/11/2023,South America / Brazil / Minas Gerais / Jaboticatubas
EPI_ISL_18493647,23/09/2023,10/11/2023,South America / Brazil / Minas Gerais / Lagoa da Prata
EPI_ISL_18493648,23/09/2023,10/11/2023,South America / Brazil / Minas Gerais / Tres Coracoes
EPI_ISL_18493649,27/09/2023,10/11/2023,South America / Brazil / Minas Gerais / Joao Pinheiro
EPI_ISL_18493650,27/09/2023,10/11/2023,South America / Brazil / Minas Gerais / Timoteo
EPI_ISL_18493651,27/09/2023,10/11/2023,South America / Brazil / Minas Gerais / Varginha
EPI_ISL_18493652,26/09/2023,10/11/2023,South America / Brazil / Minas Gerais / Varginha
EPI_ISL_18493653,27/09/2023,10/11/2023,South America / Brazil / Minas Gerais / Santa Luzia
EPI_ISL_18493654,27/09/2023,10/11/2023,South America / Brazil / Minas Gerais / Diamantina
EPI_ISL_18493655,25/09/2023,10/11/2023,South America / Brazil / Minas Gerais / Ouro Branco
EPI_ISL_18493656,26/09/2023,10/11/2023,South America / Brazil / Minas Gerais / Uba
EPI_ISL_18493657,26/09/2023,10/11/2023,South America / Brazil / Minas Gerais / Congonhas
EPI_ISL_18493658,29/09/2023,10/11/2023,South America / Brazil / Minas Gerais / Carmopolis de Minas
EPI_ISL_18493659,02/10/2023,10/11/2023,South America / Brazil / Minas Gerais / Piumhi
EPI_ISL_18493660,01/10/2023,10/11/2023,South America / Brazil / Minas Gerais / Paracatu
EPI_ISL_18493661,03/10/2023,10/11/2023,South America / Brazil / Minas Gerais / Joao Monlevade
EPI_ISL_18493662,02/10/2023,10/11/2023,South America / Brazil / Minas Gerais / Ituiutaba
EPI_ISL_18493663,02/10/2023,10/11/2023,South America / Brazil / Minas Gerais / Conselheiro Lafaiete
EPI_ISL_18493664,05/10/2023,10/11/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18493665,04/10/2023,10/11/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18493666,02/10/2023,10/11/2023,South America / Brazil / Minas Gerais / Coronel Fabriciano
EPI_ISL_18493667,04/10/2023,10/11/2023,South America / Brazil / Minas Gerais / Varginha
EPI_ISL_18493668,04/10/2023,10/11/2023,South America / Brazil / Minas Gerais / Alfenas
EPI_ISL_18493669,05/10/2023,10/11/2023,South America / Brazil / Minas Gerais / Sao Lourenco
EPI_ISL_18493670,06/10/2023,10/11/2023,South America / Brazil / Minas Gerais / Santa Luzia
EPI_ISL_18493671,05/10/2023,10/11/2023,South America / Brazil / Minas Gerais / Contagem
EPI_ISL_18493672,07/10/2023,10/11/2023,South America / Brazil / Minas Gerais / Tres Coracoes
EPI_ISL_18493673,05/10/2023,10/11/2023,South America / Brazil / Minas Gerais / Mirai
EPI_ISL_18493674,10/10/2023,10/11/2023,South America / Brazil / Minas Gerais / Contagem
EPI_ISL_18493675,04/10/2023,10/11/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18493676,09/10/2023,10/11/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18493677,03/10/2023,10/11/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18493678,09/10/2023,10/11/2023,South America / Brazil / Minas Gerais / Alfenas
EPI_ISL_18493679,10/10/2023,10/11/2023,South America / Brazil / Minas Gerais / Varginha
EPI_ISL_18493680,15/10/2023,10/11/2023,South America / Brazil / Minas Gerais / Joao Monlevade
EPI_ISL_18493681,10/10/2023,10/11/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18493682,11/10/2023,10/11/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18493683,12/10/2023,10/11/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18493684,15/10/2023,10/11/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18493685,16/10/2023,10/11/2023,South America / Brazil / Minas Gerais / Sao Lourenco
EPI_ISL_18493686,17/10/2023,10/11/2023,South America / Brazil / Minas Gerais / Conselheiro Lafaiete
EPI_ISL_18493687,16/10/2023,10/11/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18493688,10/10/2023,10/11/2023,South America / Brazil / Minas Gerais / Mirai
EPI_ISL_18493689,05/10/2023,10/11/2023,South America / Brazil / Minas Gerais / Unai
EPI_ISL_18493690,16/10/2023,10/11/2023,South America / Brazil / Minas Gerais / Pouso Alegre
EPI_ISL_18493691,17/10/2023,10/11/2023,South America / Brazil / Minas Gerais / Extrema
EPI_ISL_18493692,16/10/2023,10/11/2023,South America / Brazil / Minas Gerais / Extrema
EPI_ISL_18493693,08/10/2023,10/11/2023,South America / Brazil / Minas Gerais / Lavras
EPI_ISL_18493694,09/10/2023,10/11/2023,South America / Brazil / Minas Gerais / Lavras
EPI_ISL_18493695,10/10/2023,10/11/2023,South America / Brazil / Minas Gerais / Lavras
EPI_ISL_18519361,07/01/2023,17/11/2023,South America / Brazil / Minas Gerais
EPI_ISL_18519362,10/01/2023,17/11/2023,South America / Brazil / Minas Gerais
EPI_ISL_18519892,02/08/2023,18/11/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18519894,18/10/2023,18/11/2023,South America / Brazil / Minas Gerais / Boa Esperanca
EPI_ISL_18519895,18/10/2023,18/11/2023,South America / Brazil / Minas Gerais / Boa Esperanca
EPI_ISL_18519896,27/09/2023,18/11/2023,South America / Brazil / Minas Gerais / Boa Esperanca
EPI_ISL_18519897,02/10/2023,18/11/2023,South America / Brazil / Minas Gerais / Boa Esperanca
EPI_ISL_18519898,27/09/2023,18/11/2023,South America / Brazil / Minas Gerais / Boa Esperanca
EPI_ISL_18519899,02/10/2023,18/11/2023,South America / Brazil / Minas Gerais / Boa Esperanca
EPI_ISL_18519900,27/09/2023,18/11/2023,South America / Brazil / Minas Gerais / Campanha
EPI_ISL_18519901,27/09/2023,18/11/2023,South America / Brazil / Minas Gerais / Campanha
EPI_ISL_18519902,02/10/2023,18/11/2023,South America / Brazil / Minas Gerais / Campanha
EPI_ISL_18519903,27/09/2023,18/11/2023,South America / Brazil / Minas Gerais / Campanha
EPI_ISL_18519904,27/09/2023,18/11/2023,South America / Brazil / Minas Gerais / Campanha
EPI_ISL_18519905,02/10/2023,18/11/2023,South America / Brazil / Minas Gerais / Campanha
EPI_ISL_18519906,10/10/2023,18/11/2023,South America / Brazil / Minas Gerais / Carmo da Cachoeira
EPI_ISL_18519907,27/09/2023,18/11/2023,South America / Brazil / Minas Gerais / Carrancas
EPI_ISL_18519908,20/08/2023,18/11/2023,South America / Brazil / Minas Gerais / Diamantina
EPI_ISL_18519909,05/09/2023,18/11/2023,South America / Brazil / Minas Gerais / Diamantina
EPI_ISL_18519910,14/09/2023,18/11/2023,South America / Brazil / Minas Gerais / Diamantina
EPI_ISL_18519911,17/09/2023,18/11/2023,South America / Brazil / Minas Gerais / Diamantina
EPI_ISL_18519912,26/09/2023,18/11/2023,South America / Brazil / Minas Gerais / Diamantina
EPI_ISL_18519913,27/09/2023,18/11/2023,South America / Brazil / Minas Gerais / Diamantina
EPI_ISL_18519914,24/09/2023,18/11/2023,South America / Brazil / Minas Gerais / Diamantina
EPI_ISL_18519915,02/10/2023,18/11/2023,South America / Brazil / Minas Gerais / Diamantina
EPI_ISL_18519916,29/09/2023,18/11/2023,South America / Brazil / Minas Gerais / Diamantina
EPI_ISL_18519917,27/09/2023,18/11/2023,South America / Brazil / Minas Gerais / Eloi Mendes
EPI_ISL_18519918,27/09/2023,18/11/2023,South America / Brazil / Minas Gerais / Eloi Mendes
EPI_ISL_18519919,27/09/2023,18/11/2023,South America / Brazil / Minas Gerais / Itanhandu
EPI_ISL_18519920,27/09/2023,18/11/2023,South America / Brazil / Minas Gerais / Itanhandu
EPI_ISL_18519921,24/05/2023,18/11/2023,South America / Brazil / Minas Gerais / lavras
EPI_ISL_18519922,24/05/2023,18/11/2023,South America / Brazil / Minas Gerais / lavras
EPI_ISL_18519923,19/07/2023,18/11/2023,South America / Brazil / Minas Gerais / Lavras
EPI_ISL_18519924,30/08/2023,18/11/2023,South America / Brazil / Minas Gerais / lavras
EPI_ISL_18519925,20/09/2023,18/11/2023,South America / Brazil / Minas Gerais / lavras
EPI_ISL_18519926,20/09/2023,18/11/2023,South America / Brazil / Minas Gerais / Lavras
EPI_ISL_18519927,27/09/2023,18/11/2023,South America / Brazil / Minas Gerais / Lavras
EPI_ISL_18519928,27/09/2023,18/11/2023,South America / Brazil / Minas Gerais / Lavras
EPI_ISL_18519929,02/10/2023,18/11/2023,South America / Brazil / Minas Gerais / lavras
EPI_ISL_18519930,02/10/2023,18/11/2023,South America / Brazil / Minas Gerais / lavras
EPI_ISL_18519931,17/05/2023,18/11/2023,South America / Brazil / Minas Gerais / Sao Lourenco
