Accession ID,Collection date,Submission date,Location
EPI_ISL_12042590,24/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Fronteira Dos Vales
EPI_ISL_12042589,24/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Fronteira Dos Vales
EPI_ISL_12042588,23/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Teofilo Otoni
EPI_ISL_12042587,24/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Santo Antonio Do Monte
EPI_ISL_12042586,25/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Santo Antonio Do Monte
EPI_ISL_12042585,25/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Pequi
EPI_ISL_12042580,24/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Felixlandia
EPI_ISL_12042579,25/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Felixlandia
EPI_ISL_12042578,24/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Caetanopolis
EPI_ISL_12042577,25/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Paraopeba
EPI_ISL_12042572,24/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Itauna
EPI_ISL_12042571,23/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Itauna
EPI_ISL_12042570,24/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Felixlandia
EPI_ISL_12042569,23/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Paineiras
EPI_ISL_12042528,04/03/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042527,03/03/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042526,03/03/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042525,03/03/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12422591,14/03/2022,29/04/2022,South America / Brazil / Minas Gerais
EPI_ISL_12042532,07/03/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042531,07/03/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042530,07/03/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042529,04/03/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042524,03/03/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042523,17/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042522,17/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042521,17/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12422590,02/03/2022,29/04/2022,South America / Brazil / Minas Gerais
EPI_ISL_12422589,10/03/2022,29/04/2022,South America / Brazil / Minas Gerais
EPI_ISL_12042512,14/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042516,17/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042515,17/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042514,17/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042513,17/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042520,17/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042519,17/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042518,17/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042517,17/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042508,17/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042507,17/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042506,18/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042505,14/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042500,13/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042499,13/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042498,13/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042497,13/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042504,13/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042503,13/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042502,13/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042501,13/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042496,13/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042495,13/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042494,13/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042493,13/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042492,13/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042491,13/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042490,13/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042489,13/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042488,13/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042487,13/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042486,13/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042485,13/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042511,14/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042510,17/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042509,17/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042480,13/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042479,13/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042478,12/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042477,12/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042472,12/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042476,12/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042475,12/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042474,12/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042473,12/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042468,12/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042467,12/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042484,13/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042483,13/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042482,13/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042481,13/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042471,12/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042470,12/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_12042469,12/01/2022,14/04/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133159,20/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Bom Despacho
EPI_ISL_11271389,24/01/2022,22/03/2022,South America / Brazil / Minas Gerais
EPI_ISL_11133147,20/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Corinto
EPI_ISL_11133146,18/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Campestre
EPI_ISL_11133145,19/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Aimores
EPI_ISL_11133144,19/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Taiobeiras
EPI_ISL_11133139,17/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Joao Monlevade
EPI_ISL_11133138,17/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Joao Monlevade
EPI_ISL_11133137,18/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Joao Monlevade
EPI_ISL_11133136,18/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Joao Monlevade
EPI_ISL_11133131,19/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Felixlandia
EPI_ISL_11133130,19/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Bela Vista De Minas
EPI_ISL_11133129,19/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Bela Vista De Minas
EPI_ISL_11133128,19/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Jequitiba
EPI_ISL_11133123,18/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Guanhaes
EPI_ISL_11133122,18/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Para De Minas
EPI_ISL_11133121,18/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Para De Minas
EPI_ISL_11133120,18/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Prudente De Morais
EPI_ISL_11133115,17/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Ferros
EPI_ISL_11133114,18/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Curvelo
EPI_ISL_11133113,16/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Campina Verde
EPI_ISL_11133112,16/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Campina Verde
EPI_ISL_11133107,17/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Joao Monlevade
EPI_ISL_11133106,17/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Joao Monlevade
EPI_ISL_11133105,15/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Joao Monlevade
EPI_ISL_11133104,17/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Joao Monlevade
EPI_ISL_11133103,17/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Joao Monlevade
EPI_ISL_11133102,17/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Joao Monlevade
EPI_ISL_11133101,17/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Aimores
EPI_ISL_11133100,17/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Felixlandia
EPI_ISL_11133095,26/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133094,26/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133093,01/03/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133092,01/03/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133087,24/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133086,24/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133085,23/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133084,23/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133083,23/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133082,23/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133081,22/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133080,22/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133079,22/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133078,22/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133077,21/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133076,21/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133075,21/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133074,21/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133073,28/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133072,21/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133160,20/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Joao Monlevade
EPI_ISL_11133155,20/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Ouro Verde De Minas
EPI_ISL_11133154,20/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Tupaciguara
EPI_ISL_11133153,19/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Tupaciguara
EPI_ISL_11133152,19/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Patrocinio
EPI_ISL_11133151,19/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Patrocinio
EPI_ISL_11133150,19/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Patrocinio
EPI_ISL_11133149,21/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Governador Valadares
EPI_ISL_11133148,19/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Monte Alegre De Minas
EPI_ISL_11133143,18/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Taiobeiras
EPI_ISL_11133142,18/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Taiobeiras
EPI_ISL_11133141,19/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Paraopeba
EPI_ISL_11133140,19/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Pimenta
EPI_ISL_11133135,19/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Cabo Verde
EPI_ISL_11133134,17/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Cabo Verde
EPI_ISL_11133133,17/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Arcos
EPI_ISL_11133132,19/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Felixlandia
EPI_ISL_11133127,17/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Patrocinio
EPI_ISL_11133126,17/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Monte Alegre De Minas
EPI_ISL_11133125,17/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Monte Alegre De Minas
EPI_ISL_11133124,17/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Monte Alegre De Minas
EPI_ISL_11133119,18/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Prudente De Morais
EPI_ISL_11133117,17/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Ferros
EPI_ISL_11133116,17/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Ferros
EPI_ISL_11133111,18/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Paraopeba
EPI_ISL_11133110,17/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Joao Monlevade
EPI_ISL_11133109,17/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Joao Monlevade
EPI_ISL_11133108,17/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Joao Monlevade
EPI_ISL_11133099,16/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Joao Monlevade
EPI_ISL_11133097,16/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Taiobeiras
EPI_ISL_11133096,09/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133091,28/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133090,25/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133089,25/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133088,24/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133067,18/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133066,18/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133065,18/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133064,18/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133071,18/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133070,18/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133069,18/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133068,18/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133063,18/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133062,18/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133061,18/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133060,18/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133055,16/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133054,16/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133053,16/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133052,16/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133059,17/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133058,17/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133057,17/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133056,16/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133158,20/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Umburatiba
EPI_ISL_11133157,20/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Teofilo Otoni
EPI_ISL_11133051,16/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133050,16/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133049,15/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133048,15/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133156,20/01/2022,17/03/2022,South America / Brazil / Minas Gerais / Ouro Verde De Minas
EPI_ISL_11133039,11/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133043,14/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133042,14/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133041,11/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133040,11/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133047,15/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133046,14/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133045,14/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133044,14/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133035,10/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133034,10/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133032,10/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133031,10/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133030,10/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133029,10/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133028,10/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133027,10/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133038,11/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133037,11/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11133036,10/02/2022,17/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706198,07/02/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706200,07/02/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706199,07/02/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706190,31/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706189,31/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706188,31/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706187,31/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706182,31/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706181,28/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706180,28/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706179,28/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706174,26/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706173,26/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706172,25/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706171,25/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706166,25/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706165,25/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706164,25/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706163,25/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706158,24/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706157,24/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706156,24/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706155,24/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706150,21/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706149,21/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706148,21/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706147,21/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706142,19/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706141,18/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706140,18/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706139,18/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_11024208,05/01/2022,15/03/2022,South America / Brazil / Minas Gerais
EPI_ISL_10706194,04/02/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706193,04/02/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706192,31/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706191,31/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706186,31/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706185,31/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706184,31/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706183,31/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706178,28/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706177,28/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706176,26/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706175,26/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706170,25/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706169,25/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706168,25/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706167,25/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706162,25/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706161,25/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706160,25/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706159,25/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706154,24/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706153,24/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706152,24/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706151,21/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706146,21/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706145,19/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706144,19/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706143,19/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_10706138,18/01/2022,04/03/2022,South America / Brazil / Minas Gerais / Belo Horizonte
